,Buying,Maintenance,Doors,Person,lug_boot,safety,class
1544,1,2,2,4,3,1,unacc
1545,1,2,2,4,3,2,good
1546,1,2,2,4,3,3,vgood
1547,1,2,2,6,1,1,unacc
1548,1,2,2,6,1,2,unacc
1549,1,2,2,6,1,3,unacc
1550,1,2,2,6,2,1,unacc
1551,1,2,2,6,2,2,acc
1552,1,2,2,6,2,3,good
1553,1,2,2,6,3,1,unacc
1554,1,2,2,6,3,2,good
1555,1,2,2,6,3,3,vgood
1556,1,2,3,2,1,1,unacc
1557,1,2,3,2,1,2,unacc
1558,1,2,3,2,1,3,unacc
1559,1,2,3,2,2,1,unacc
1560,1,2,3,2,2,2,unacc
1561,1,2,3,2,2,3,unacc
1562,1,2,3,2,3,1,unacc
1563,1,2,3,2,3,2,unacc
1564,1,2,3,2,3,3,unacc
1565,1,2,3,4,1,1,unacc
1566,1,2,3,4,1,2,acc
1567,1,2,3,4,1,3,good
1568,1,2,3,4,2,1,unacc
1569,1,2,3,4,2,2,acc
1570,1,2,3,4,2,3,good
1571,1,2,3,4,3,1,unacc
1572,1,2,3,4,3,2,good
1573,1,2,3,4,3,3,vgood
1574,1,2,3,6,1,1,unacc
1575,1,2,3,6,1,2,acc
1576,1,2,3,6,1,3,good
1577,1,2,3,6,2,1,unacc
1578,1,2,3,6,2,2,good
1579,1,2,3,6,2,3,vgood
1580,1,2,3,6,3,1,unacc
1581,1,2,3,6,3,2,good
1582,1,2,3,6,3,3,vgood
1583,1,2,4,2,1,1,unacc
1584,1,2,4,2,1,2,unacc
1585,1,2,4,2,1,3,unacc
1586,1,2,4,2,2,1,unacc
1587,1,2,4,2,2,2,unacc
1588,1,2,4,2,2,3,unacc
1589,1,2,4,2,3,1,unacc
1590,1,2,4,2,3,2,unacc
1591,1,2,4,2,3,3,unacc
1592,1,2,4,4,1,1,unacc
1593,1,2,4,4,1,2,acc
1594,1,2,4,4,1,3,good
1595,1,2,4,4,2,1,unacc
1596,1,2,4,4,2,2,good
1597,1,2,4,4,2,3,vgood
1598,1,2,4,4,3,1,unacc
1599,1,2,4,4,3,2,good
1600,1,2,4,4,3,3,vgood
1601,1,2,4,6,1,1,unacc
1602,1,2,4,6,1,2,acc
1603,1,2,4,6,1,3,good
1604,1,2,4,6,2,1,unacc
1605,1,2,4,6,2,2,good
1606,1,2,4,6,2,3,vgood
1607,1,2,4,6,3,1,unacc
1608,1,2,4,6,3,2,good
1609,1,2,4,6,3,3,vgood
1610,1,2,5,2,1,1,unacc
1611,1,2,5,2,1,2,unacc
1612,1,2,5,2,1,3,unacc
1613,1,2,5,2,2,1,unacc
1614,1,2,5,2,2,2,unacc
1615,1,2,5,2,2,3,unacc
1616,1,2,5,2,3,1,unacc
1617,1,2,5,2,3,2,unacc
1618,1,2,5,2,3,3,unacc
1619,1,2,5,4,1,1,unacc
1620,1,2,5,4,1,2,acc
1621,1,2,5,4,1,3,good
1622,1,2,5,4,2,1,unacc
1623,1,2,5,4,2,2,good
1624,1,2,5,4,2,3,vgood
1625,1,2,5,4,3,1,unacc
1626,1,2,5,4,3,2,good
1627,1,2,5,4,3,3,vgood
1628,1,2,5,6,1,1,unacc
1629,1,2,5,6,1,2,acc
1630,1,2,5,6,1,3,good
1631,1,2,5,6,2,1,unacc
1632,1,2,5,6,2,2,good
1633,1,2,5,6,2,3,vgood
1634,1,2,5,6,3,1,unacc
1635,1,2,5,6,3,2,good
1636,1,2,5,6,3,3,vgood
1637,1,1,2,2,1,1,unacc
1638,1,1,2,2,1,2,unacc
1639,1,1,2,2,1,3,unacc
1640,1,1,2,2,2,1,unacc
1641,1,1,2,2,2,2,unacc
1642,1,1,2,2,2,3,unacc
1643,1,1,2,2,3,1,unacc
1644,1,1,2,2,3,2,unacc
1645,1,1,2,2,3,3,unacc
1646,1,1,2,4,1,1,unacc
1647,1,1,2,4,1,2,acc
1648,1,1,2,4,1,3,good
1649,1,1,2,4,2,1,unacc
1650,1,1,2,4,2,2,acc
1651,1,1,2,4,2,3,good
1652,1,1,2,4,3,1,unacc
1653,1,1,2,4,3,2,good
1654,1,1,2,4,3,3,vgood
1655,1,1,2,6,1,1,unacc
1656,1,1,2,6,1,2,unacc
1657,1,1,2,6,1,3,unacc
1658,1,1,2,6,2,1,unacc
1659,1,1,2,6,2,2,acc
1660,1,1,2,6,2,3,good
1661,1,1,2,6,3,1,unacc
1662,1,1,2,6,3,2,good
1663,1,1,2,6,3,3,vgood
1664,1,1,3,2,1,1,unacc
1665,1,1,3,2,1,2,unacc
1666,1,1,3,2,1,3,unacc
1667,1,1,3,2,2,1,unacc
1668,1,1,3,2,2,2,unacc
1669,1,1,3,2,2,3,unacc
1670,1,1,3,2,3,1,unacc
1671,1,1,3,2,3,2,unacc
1672,1,1,3,2,3,3,unacc
1673,1,1,3,4,1,1,unacc
1674,1,1,3,4,1,2,acc
1675,1,1,3,4,1,3,good
1676,1,1,3,4,2,1,unacc
1677,1,1,3,4,2,2,acc
1678,1,1,3,4,2,3,good
1679,1,1,3,4,3,1,unacc
1680,1,1,3,4,3,2,good
1681,1,1,3,4,3,3,vgood
1682,1,1,3,6,1,1,unacc
1683,1,1,3,6,1,2,acc
1684,1,1,3,6,1,3,good
1685,1,1,3,6,2,1,unacc
1686,1,1,3,6,2,2,good
1687,1,1,3,6,2,3,vgood
1688,1,1,3,6,3,1,unacc
1689,1,1,3,6,3,2,good
1690,1,1,3,6,3,3,vgood
1691,1,1,4,2,1,1,unacc
1692,1,1,4,2,1,2,unacc
1693,1,1,4,2,1,3,unacc
1694,1,1,4,2,2,1,unacc
1695,1,1,4,2,2,2,unacc
1696,1,1,4,2,2,3,unacc
1697,1,1,4,2,3,1,unacc
1698,1,1,4,2,3,2,unacc
1699,1,1,4,2,3,3,unacc
1700,1,1,4,4,1,1,unacc
1701,1,1,4,4,1,2,acc
1702,1,1,4,4,1,3,good
1703,1,1,4,4,2,1,unacc
1704,1,1,4,4,2,2,good
1705,1,1,4,4,2,3,vgood
1706,1,1,4,4,3,1,unacc
1707,1,1,4,4,3,2,good
1708,1,1,4,4,3,3,vgood
1709,1,1,4,6,1,1,unacc
1710,1,1,4,6,1,2,acc
1711,1,1,4,6,1,3,good
1712,1,1,4,6,2,1,unacc
1713,1,1,4,6,2,2,good
1714,1,1,4,6,2,3,vgood
1715,1,1,4,6,3,1,unacc
1716,1,1,4,6,3,2,good
1717,1,1,4,6,3,3,vgood
1718,1,1,4,6,3,3,vgood
1719,1,1,5,2,1,1,unacc
1720,1,1,5,2,1,2,unacc
1721,1,1,5,2,1,3,unacc
1722,1,1,5,2,2,1,unacc
1723,1,1,5,2,2,2,unacc
1724,1,1,5,2,2,3,unacc
1725,1,1,5,2,3,1,unacc
1726,1,1,5,2,3,2,unacc
1727,1,1,5,2,3,3,unacc
1728,1,1,5,4,1,1,unacc
1729,1,1,5,4,1,2,acc
1730,1,1,5,4,1,3,good
1731,1,1,5,4,2,1,unacc
1732,1,1,5,4,2,2,good
1733,1,1,5,4,2,3,vgood
1734,1,1,5,4,3,1,unacc
1735,1,1,5,4,3,2,good
1736,1,1,5,4,3,3,vgood
1737,1,1,5,4,3,3,vgood
1738,1,1,5,4,3,3,vgood
1739,1,1,5,6,1,1,unacc
1740,1,1,5,6,1,2,acc
1741,1,1,5,6,1,3,good
1742,1,1,5,6,2,1,unacc
1743,1,1,5,6,2,2,good
1744,1,1,5,6,2,3,vgood
1745,1,1,5,6,2,3,vgood
1746,1,1,5,6,2,3,vgood
1747,1,1,5,6,3,1,unacc
1748,1,1,5,6,3,2,good
1749,1,1,5,6,3,3,vgood
